Time,x,y,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2024-03-01 20:15:19.942691,164,103,477,-769.09,58.56,635.62,59045.00,35227.50,117057.50
2024-03-01 20:15:19.948549,166,103,447,-763.84,50.75,640.01,58922.50,45727.50,139125.00
2024-03-01 20:15:19.960047,168,103,456,-755.42,43.92,637.82,59762.50,48195.00,150535.00
2024-03-01 20:15:19.965924,170,103,467,-747.49,49.29,629.03,57995.00,45115.00,153230.00
2024-03-01 20:15:19.978082,171,103,456,-746.15,75.40,616.10,46865.00,33932.50,130112.50
2024-03-01 20:15:19.984692,170,103,447,-752.74,114.07,602.68,31885.00,21122.50,89740.00
2024-03-01 20:15:19.997603,170,93,0,-762.26,149.21,592.19,22627.50,8452.50,44992.50
2024-03-01 20:15:20.003022,170,101,0,-768.60,151.77,597.56,37397.50,2555.00,21420.00
2024-03-01 20:15:20.014969,168,103,440,-771.53,152.26,605.12,65257.50,10867.50,22715.00
2024-03-01 20:15:20.021203,166,102,428,-773.97,190.20,586.82,35542.50,-5390.00,-11970.00
2024-03-01 20:15:20.033854,161,101,431,-776.90,231.31,564.49,4637.50,-31920.00,-58765.00
2024-03-01 20:15:20.040474,156,101,0,-779.34,254.13,557.30,4707.50,-45167.50,-92732.50
2024-03-01 20:15:20.052088,150,97,427,-779.09,272.55,551.07,8680.00,-54862.50,-121135.00
2024-03-01 20:15:20.058506,142,94,431,-777.26,295.48,538.14,9782.50,-67690.00,-153597.50
2024-03-01 20:15:20.069784,134,90,412,-781.53,313.54,527.28,3780.00,-75705.00,-181492.50
2024-03-01 20:15:20.074673,126,88,0,-789.95,297.80,536.31,-1452.50,-53532.50,-172077.50
2024-03-01 20:15:20.088707,119,86,410,-792.63,249.86,559.49,48282.50,-15400.00,-108027.50
2024-03-01 20:15:20.094704,111,83,0,-792.02,223.99,569.74,54530.00,7280.00,-42455.00
2024-03-01 20:15:20.107226,101,79,428,-791.78,226.31,564.49,21420.00,11707.50,-13457.50
2024-03-01 20:15:20.114611,93,76,418,-790.80,211.43,564.13,3675.00,17307.50,16467.50
2024-03-01 20:15:20.119891,87,73,425,-790.07,182.76,569.25,6475.00,29837.50,58660.00
2024-03-01 20:15:20.129919,81,60,0,-787.39,162.99,571.69,6527.50,39445.00,89757.50
2024-03-01 20:15:20.142245,77,71,422,-780.43,153.48,574.25,4340.00,44152.50,109200.00
2024-03-01 20:15:20.147954,76,70,424,-773.36,150.18,574.62,10167.50,46725.00,115850.00
2024-03-01 20:15:20.159040,75,70,424,-767.75,143.23,577.06,13002.50,47512.50,121747.50
2024-03-01 20:15:20.165017,75,70,418,-761.77,149.57,576.57,9450.00,43242.50,119612.50
2024-03-01 20:15:20.177338,75,70,421,-758.47,174.95,574.86,-2257.50,29680.00,93030.00
2024-03-01 20:15:20.182848,76,71,425,-755.79,205.20,578.04,-245.00,21420.00,61355.00
2024-03-01 20:15:20.196008,78,71,417,-749.45,234.73,581.94,1295.00,9957.50,29242.50
2024-03-01 20:15:20.201621,83,73,412,-741.76,250.47,599.02,5372.50,4060.00,8890.00
2024-03-01 20:15:20.214391,89,74,411,-725.29,260.59,614.51,15942.50,9065.00,10237.50
2024-03-01 20:15:20.219433,94,74,412,-702.48,283.65,608.17,-10920.00,-8207.50,4655.00
2024-03-01 20:15:20.233007,102,78,398,-687.59,300.73,600.73,-37117.50,-24727.50,-1400.00
2024-03-01 20:15:20.239223,111,80,397,-685.03,299.88,599.02,-42612.50,-29697.50,1680.00
2024-03-01 20:15:20.251345,121,83,389,-695.16,298.78,593.16,-33162.50,-31570.00,962.50
2024-03-01 20:15:20.257924,131,85,388,-716.38,304.27,588.04,-16345.00,-25882.50,-6755.00
2024-03-01 20:15:20.269689,145,90,388,-740.17,307.81,584.75,-840.00,-12337.50,-14665.00
2024-03-01 20:15:20.278607,156,94,0,-759.08,302.93,575.11,2520.00,-2957.50,-15837.50
2024-03-01 20:15:20.283083,168,100,399,-772.63,294.39,555.47,-6020.00,-2537.50,-11620.00
2024-03-01 20:15:20.293789,176,106,398,-786.29,282.92,537.29,-12320.00,-8102.50,-13667.50
2024-03-01 20:15:20.304556,182,112,400,-802.52,268.64,531.80,-630.00,-3937.50,-13160.00
2024-03-01 20:15:20.311151,186,117,409,-815.94,260.23,531.31,14910.00,3097.50,-13650.00
2024-03-01 20:15:20.321357,188,120,411,-823.50,262.06,531.55,28857.50,7297.50,-18515.00
2024-03-01 20:15:20.328324,188,122,0,-825.09,268.28,532.77,42192.50,10167.50,-24552.50
2024-03-01 20:15:20.341407,187,125,0,-822.28,273.28,534.36,58607.50,12547.50,-26740.00
2024-03-01 20:15:20.347253,186,129,422,-817.16,276.82,535.95,55177.50,13702.50,-24780.00
2024-03-01 20:15:20.359768,182,131,411,-811.06,279.87,538.26,45500.00,14455.00,-20195.00
2024-03-01 20:15:20.365747,176,133,412,-804.59,280.11,542.29,37380.00,16957.50,-13772.50
2024-03-01 20:15:20.378246,173,133,411,-797.64,278.40,545.46,34090.00,17605.00,-7822.50
2024-03-01 20:15:20.386268,165,134,401,-790.80,279.87,547.05,30817.50,15802.50,-6615.00
2024-03-01 20:15:20.391608,157,134,0,-785.19,282.80,546.07,30240.00,13685.00,-9310.00
2024-03-01 20:15:20.401858,148,135,410,-780.19,285.36,545.10,18585.00,8085.00,-9712.50
2024-03-01 20:15:20.411996,140,133,0,-773.48,289.14,548.27,14980.00,4532.50,-8382.50
2024-03-01 20:15:20.418073,132,135,395,-766.16,293.90,552.05,10797.50,2887.50,-8452.50
2024-03-01 20:15:20.428734,122,135,394,-760.30,295.61,555.22,9537.50,665.00,-8137.50
2024-03-01 20:15:20.441679,114,135,399,-756.03,294.51,558.76,8050.00,-367.50,-4795.00
2024-03-01 20:15:20.445661,106,136,409,-752.98,295.24,562.05,6177.50,-70.00,-2555.00
2024-03-01 20:15:20.453799,100,136,0,-751.89,297.19,564.98,5460.00,1382.50,-1872.50
2024-03-01 20:15:20.465861,94,136,411,-753.11,296.95,566.32,5232.50,2782.50,-1907.50
2024-03-01 20:15:20.472106,89,152,0,-754.94,294.02,565.35,6282.50,3622.50,-490.00
2024-03-01 20:15:20.484725,86,137,423,-756.77,290.60,562.18,6352.50,3377.50,1487.50
2024-03-01 20:15:20.490073,84,138,424,-759.33,289.14,558.27,6702.50,2537.50,2800.00
2024-03-01 20:15:20.501384,83,138,421,-762.50,290.48,553.15,5372.50,1172.50,1067.50
2024-03-01 20:15:20.507210,83,136,0,-765.31,292.68,547.41,3657.50,-1172.50,-1330.00
2024-03-01 20:15:20.511235,83,141,0,-767.14,293.90,544.61,2992.50,-1680.00,-1627.50
2024-03-01 20:15:20.526787,83,137,420,-768.11,295.12,543.63,1382.50,-1172.50,-1050.00
2024-03-01 20:15:20.538265,83,135,424,-768.84,296.70,542.90,332.50,-682.50,-717.50
2024-03-01 20:15:20.545111,86,131,0,-769.58,298.17,541.92,-350.00,-227.50,-980.00
2024-03-01 20:15:20.556896,86,128,426,-770.55,299.75,540.46,367.50,-245.00,-1575.00
2024-03-01 20:15:20.562042,87,122,0,-772.26,301.46,539.00,507.50,-140.00,-2590.00
2024-03-01 20:15:20.574798,89,117,422,-774.46,302.80,537.17,1190.00,-87.50,-4357.50
2024-03-01 20:15:20.580600,90,110,426,-776.53,303.17,535.34,2187.50,-402.50,-6090.00
2024-03-01 20:15:20.593213,91,107,411,-778.48,303.29,533.38,3797.50,-892.50,-7997.50
2024-03-01 20:15:20.598033,93,103,0,-779.82,302.68,531.31,4655.00,-2275.00,-9870.00
2024-03-01 20:15:20.609699,95,98,416,-780.07,300.97,529.97,5897.50,-3202.50,-9642.50
2024-03-01 20:15:20.621441,96,94,0,-779.21,299.63,529.72,5425.00,-2940.00,-7105.00
2024-03-01 20:15:20.626711,97,94,414,-777.99,299.75,530.33,2870.00,-1942.50,-4077.50
2024-03-01 20:15:20.639503,97,93,408,-777.14,301.34,530.94,-1330.00,-1137.50,-1890.00
2024-03-01 20:15:20.644776,97,93,401,-777.51,302.07,532.41,-2677.50,-297.50,-1610.00
2024-03-01 20:15:20.657787,98,93,404,-778.60,300.61,533.14,-1697.50,1277.50,-1242.50
2024-03-01 20:15:20.663739,97,94,407,-779.58,298.78,532.29,455.00,1330.00,-490.00
2024-03-01 20:15:20.675882,98,95,417,-780.07,299.27,531.68,-175.00,1382.50,35.00
2024-03-01 20:15:20.682087,100,96,0,-780.43,301.95,531.68,-2222.50,1925.00,-875.00
2024-03-01 20:15:20.694092,99,101,415,-781.04,303.05,533.38,-2677.50,3377.50,-1155.00
2024-03-01 20:15:20.699079,99,107,0,-781.29,301.46,535.82,-1400.00,6282.50,577.50
2024-03-01 20:15:20.711610,99,110,410,-781.04,300.61,535.21,-612.50,7105.00,1715.00
2024-03-01 20:15:20.717603,100,115,416,-780.92,301.34,533.14,-1225.00,5442.50,1190.00
2024-03-01 20:15:20.729081,100,120,417,-781.29,301.83,533.14,-1925.00,5460.00,805.00
2024-03-01 20:15:20.734080,100,123,0,-781.65,301.95,533.38,-1085.00,6580.00,1470.00
2024-03-01 20:15:20.747214,100,129,411,-782.14,298.17,536.80,-157.50,9695.00,4900.00
2024-03-01 20:15:20.752146,100,131,0,-781.29,290.48,542.53,1382.50,17272.50,14840.00
2024-03-01 20:15:20.765219,100,141,416,-779.95,285.60,543.14,-1487.50,19915.00,21910.00
2024-03-01 20:15:20.771674,100,146,431,-779.70,283.04,540.22,-2887.50,18357.50,24045.00
2024-03-01 20:15:20.783431,98,150,419,-781.04,282.31,535.82,-700.00,16817.50,23800.00
2024-03-01 20:15:20.788303,97,155,422,-783.36,284.02,529.48,2940.00,12442.50,18077.50
2024-03-01 20:15:20.798899,96,160,431,-784.46,282.80,525.94,5617.50,8452.50,13930.00
2024-03-01 20:15:20.811405,95,165,0,-783.73,279.14,526.43,7560.00,7122.50,14717.50
2024-03-01 20:15:20.816581,94,167,428,-782.26,272.30,532.65,15977.50,7875.00,17010.00
2024-03-01 20:15:20.829821,93,170,430,-782.02,268.64,539.24,28262.50,13107.50,21070.00
2024-03-01 20:15:20.837981,92,167,0,-783.73,279.99,529.85,29610.00,7052.50,9870.00
2024-03-01 20:15:20.842484,91,176,430,-788.24,296.70,512.40,29400.00,-8960.00,-12320.00
2024-03-01 20:15:20.853278,91,178,427,-794.22,307.93,499.47,34125.00,-21175.00,-32742.50
2024-03-01 20:15:20.864998,91,181,425,-800.81,319.40,487.51,45517.50,-32130.00,-51397.50
2024-03-01 20:15:20.871752,91,179,0,-812.15,341.11,476.78,69387.50,-42805.00,-78102.50
2024-03-01 20:15:20.882414,91,184,430,-828.01,368.81,469.58,67357.50,-42192.50,-112595.00
2024-03-01 20:15:20.888892,91,184,433,-837.41,380.88,472.87,62597.50,-28560.00,-123532.50
2024-03-01 20:15:20.901334,91,186,421,-834.11,372.59,481.17,52255.00,-10867.50,-107747.50
2024-03-01 20:15:20.908091,91,186,421,-823.74,349.90,483.36,32270.00,1015.00,-72870.00
2024-03-01 20:15:20.919434,91,186,417,-814.96,319.88,481.05,16345.00,9415.00,-29907.50
2024-03-01 20:15:20.925149,91,186,417,-812.28,295.36,483.24,17657.50,17395.00,6317.50
2024-03-01 20:15:20.936314,91,187,412,-812.76,282.92,490.20,30677.50,33827.50,32340.00
2024-03-01 20:15:20.942464,91,185,415,-812.76,284.14,494.22,33600.00,43575.00,44730.00
2024-03-01 20:15:20.954596,91,186,412,-811.18,287.92,498.74,39847.50,51082.50,47635.00
2024-03-01 20:15:20.960576,91,186,415,-804.47,292.07,498.49,29400.00,52675.00,53865.00
2024-03-01 20:15:20.971457,91,186,0,-797.03,293.04,496.78,-4882.50,43925.00,52290.00
2024-03-01 20:15:20.979286,91,186,415,-792.39,278.40,503.62,-12582.50,47442.50,63735.00
2024-03-01 20:15:20.991258,91,186,413,-791.05,260.96,506.79,-12442.50,48597.50,76475.00
2024-03-01 20:15:20.997719,91,186,417,-795.32,263.28,498.49,927.50,42840.00,72660.00
2024-03-01 20:15:21.009843,92,186,0,-803.25,272.91,487.39,29575.00,33005.00,52220.00
2024-03-01 20:15:21.015699,91,187,423,-811.42,274.26,475.56,52745.00,25042.50,40880.00
2024-03-01 20:15:21.028015,91,187,425,-820.57,279.75,458.11,58572.50,11725.00,32287.50
2024-03-01 20:15:21.033704,91,187,427,-839.60,285.72,425.54,24780.00,-14087.50,29102.50
