Time,x,y,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2024-03-01 20:15:09.644267,164,96,544,-731.39,137.13,658.43,2047.50,11637.50,-14070.00
2024-03-01 20:15:09.648520,164,96,516,-729.80,138.10,659.65,1277.50,14350.00,-17937.50
2024-03-01 20:15:09.657367,164,97,505,-727.73,140.79,661.61,-3045.00,17902.50,-23187.50
2024-03-01 20:15:09.661337,163,95,480,-725.41,143.72,662.95,-7910.00,21420.00,-29067.50
2024-03-01 20:15:09.667595,160,96,466,-732.24,139.81,649.28,-1312.50,15260.00,-30450.00
2024-03-01 20:15:09.673511,156,96,466,-743.83,133.47,637.33,10902.50,-6650.00,-23730.00
2024-03-01 20:15:09.677632,151,94,468,-749.32,126.76,642.70,10850.00,-4742.50,-17832.50
2024-03-01 20:15:09.685304,144,92,449,-751.03,117.49,644.53,17780.00,840.00,-6300.00
2024-03-01 20:15:09.690058,138,90,449,-751.64,119.32,636.60,13195.00,-717.50,-87.50
2024-03-01 20:15:09.697719,129,87,451,-754.57,117.12,631.84,6265.00,-1417.50,4655.00
2024-03-01 20:15:09.701480,123,85,0,-757.99,96.62,639.04,28315.00,8960.00,33530.00
2024-03-01 20:15:09.705507,117,81,0,-758.35,76.37,648.06,39322.50,20650.00,69020.00
2024-03-01 20:15:09.709923,110,80,448,-754.33,72.22,649.65,41160.00,27580.00,93957.50
2024-03-01 20:15:09.717727,103,77,427,-748.23,73.57,648.80,32917.50,28140.00,102795.00
2024-03-01 20:15:09.721966,97,74,439,-741.76,70.76,651.48,38202.50,30835.00,112455.00
2024-03-01 20:15:09.728480,93,70,0,-736.27,79.91,650.99,38430.00,30135.00,110390.00
2024-03-01 20:15:09.735201,90,71,427,-734.93,105.04,644.53,27422.50,22330.00,85697.50
2024-03-01 20:15:09.746207,89,69,428,-737.86,130.78,638.30,18130.00,12390.00,50855.00
2024-03-01 20:15:09.751264,88,69,422,-742.61,142.50,639.04,13370.00,6370.00,23677.50
2024-03-01 20:15:09.764492,88,68,417,-745.66,132.37,648.19,25567.50,8785.00,13597.50
2024-03-01 20:15:09.770439,88,68,418,-744.93,135.66,647.09,43505.00,8645.00,12512.50
2024-03-01 20:15:09.783787,88,68,424,-746.52,175.19,627.20,14332.50,-10937.50,-28350.00
2024-03-01 20:15:09.788868,91,68,418,-751.76,212.40,610.00,350.00,-28875.00,-78137.50
2024-03-01 20:15:09.801939,94,68,418,-756.03,230.95,601.95,-5705.00,-38780.00,-115692.50
2024-03-01 20:15:09.809080,100,69,407,-757.13,240.83,593.29,-17727.50,-47215.00,-145670.00
2024-03-01 20:15:09.819585,107,71,397,-755.79,245.71,581.70,-40232.50,-53987.50,-166372.50
2024-03-01 20:15:09.826704,114,73,398,-757.50,242.05,575.35,-76877.50,-54740.00,-173932.50
2024-03-01 20:15:09.837870,122,76,412,-766.40,220.09,582.06,-87465.00,-33880.00,-151725.00
2024-03-01 20:15:09.846213,131,80,400,-776.65,176.90,597.07,-21665.00,-7490.00,-97527.50
2024-03-01 20:15:09.852121,143,84,0,-781.78,140.67,605.97,27930.00,9065.00,-31902.50
2024-03-01 20:15:09.861957,154,89,416,-783.73,126.39,607.93,41002.50,16677.50,11305.00
2024-03-01 20:15:09.874050,164,94,429,-782.26,109.07,609.39,52027.50,26215.00,50417.50
2024-03-01 20:15:09.880925,177,100,440,-777.26,90.52,609.27,52780.00,29925.00,88742.50
2024-03-01 20:15:09.887611,187,106,446,-771.77,85.03,612.20,49367.50,34510.00,110810.00
2024-03-01 20:15:09.899654,193,111,445,-765.43,89.67,616.83,50260.00,39970.00,118545.00
2024-03-01 20:15:09.905096,198,118,451,-757.25,101.26,619.52,50925.00,40495.00,114730.00
2024-03-01 20:15:09.918390,200,121,447,-748.10,114.92,622.81,37502.50,38132.50,104055.00
2024-03-01 20:15:09.924311,201,124,457,-738.59,134.08,624.52,13807.50,29890.00,83737.50
2024-03-01 20:15:09.937256,199,128,449,-730.05,151.28,628.67,2397.50,19372.50,58905.00
2024-03-01 20:15:09.942704,197,135,0,-721.39,156.77,639.16,-105.00,13982.50,44870.00
2024-03-01 20:15:09.954062,191,147,0,-711.50,157.62,650.26,4095.00,11375.00,40285.00
2024-03-01 20:15:09.960145,184,133,0,-702.96,163.24,657.09,5145.00,7175.00,36540.00
2024-03-01 20:15:09.972460,177,134,430,-698.08,174.95,657.58,4567.50,455.00,25392.50
2024-03-01 20:15:09.978262,169,133,424,-697.47,189.83,652.70,-682.50,-7822.50,9695.00
2024-03-01 20:15:09.991397,161,132,0,-700.89,206.06,642.70,-7192.50,-16537.50,-8540.00
2024-03-01 20:15:09.997441,152,132,0,-710.28,216.79,633.55,-1645.00,-22155.00,-24622.50
2024-03-01 20:15:10.009938,143,131,408,-727.24,217.77,628.79,6230.00,-16712.50,-30922.50
2024-03-01 20:15:10.015863,133,130,394,-746.03,208.62,621.35,8452.50,-3832.50,-22522.50
2024-03-01 20:15:10.027187,126,129,0,-763.48,208.01,599.14,-2502.50,-350.00,-13020.00
2024-03-01 20:15:10.033265,118,128,400,-783.61,211.18,576.57,-26320.00,-5372.50,-24605.00
2024-03-01 20:15:10.044942,110,126,406,-803.37,194.47,573.40,-12722.50,3115.00,-25672.50
2024-03-01 20:15:10.050933,106,126,0,-814.96,181.29,576.69,22207.50,13370.00,-22890.00
2024-03-01 20:15:10.062082,101,126,0,-816.30,191.30,577.55,41842.50,15855.00,-31675.00
2024-03-01 20:15:10.067475,97,123,404,-809.47,211.55,579.38,30905.00,14822.50,-42997.50
2024-03-01 20:15:10.081468,94,122,407,-799.34,225.21,582.43,26110.00,13895.00,-46322.50
2024-03-01 20:15:10.087089,91,120,419,-790.32,225.58,585.11,25445.00,12897.50,-40285.00
2024-03-01 20:15:10.099589,89,117,407,-783.48,215.57,588.28,20037.50,12530.00,-27440.00
2024-03-01 20:15:10.105996,88,115,410,-777.14,202.03,592.55,21875.00,14787.50,-11375.00
2024-03-01 20:15:10.118114,87,112,407,-771.65,191.91,596.82,23905.00,15837.50,1505.00
2024-03-01 20:15:10.124020,87,108,406,-768.60,189.83,600.48,29750.00,16835.00,4060.00
2024-03-01 20:15:10.134258,87,106,407,-766.89,190.44,602.31,30187.50,15610.00,1785.00
2024-03-01 20:15:10.140148,88,102,403,-763.72,192.88,605.12,31640.00,13982.50,455.00
2024-03-01 20:15:10.152021,90,99,395,-758.84,200.81,605.73,27755.00,12250.00,-3902.50
2024-03-01 20:15:10.158070,92,96,0,-754.08,208.86,602.44,15715.00,7455.00,-7122.50
2024-03-01 20:15:10.168119,95,93,400,-751.03,212.77,600.12,6212.50,3710.00,-6965.00
2024-03-01 20:15:10.181147,98,91,390,-750.30,212.40,598.78,4742.50,2205.00,-5197.50
2024-03-01 20:15:10.185644,100,89,389,-751.76,209.60,596.09,6737.50,1417.50,-3552.50
2024-03-01 20:15:10.199986,102,88,390,-754.94,207.16,592.92,9170.00,577.50,-2660.00
2024-03-01 20:15:10.204437,104,87,386,-759.33,209.11,588.65,12670.00,-210.00,-5985.00
2024-03-01 20:15:10.216741,105,87,392,-762.87,212.89,583.40,13212.50,-2485.00,-12197.50
2024-03-01 20:15:10.223254,106,87,392,-764.94,213.62,580.23,12040.00,-3850.00,-13947.50
2024-03-01 20:15:10.235872,107,88,393,-766.16,213.74,579.99,9345.00,-3150.00,-12582.50
2024-03-01 20:15:10.240990,107,92,386,-766.65,215.33,580.84,5670.00,-1942.50,-10570.00
2024-03-01 20:15:10.254143,107,97,0,-766.40,217.53,582.55,3220.00,-367.50,-9257.50
2024-03-01 20:15:10.258337,108,99,386,-767.01,220.33,583.89,525.00,1085.00,-8995.00
2024-03-01 20:15:10.266256,108,104,391,-768.23,223.63,584.75,1382.50,2327.50,-10587.50
2024-03-01 20:15:10.277426,109,111,0,-768.97,224.11,585.23,4235.00,3727.50,-11007.50
2024-03-01 20:15:10.284482,110,117,393,-770.06,221.67,585.48,6195.00,4217.50,-10132.50
2024-03-01 20:15:10.297598,112,123,399,-772.14,217.28,584.38,7787.50,5215.00,-9082.50
2024-03-01 20:15:10.302923,112,128,0,-774.33,210.82,580.84,12390.00,4497.50,-7770.00
2024-03-01 20:15:10.315883,113,133,406,-776.41,204.96,577.30,16030.00,3220.00,-5740.00
2024-03-01 20:15:10.320943,113,137,403,-777.75,203.37,572.67,15540.00,1925.00,-4707.50
2024-03-01 20:15:10.334180,113,141,400,-778.73,204.96,567.79,12530.00,-280.00,-4550.00
2024-03-01 20:15:10.339917,113,144,409,-779.58,206.67,564.13,10272.50,-1260.00,-3272.50
2024-03-01 20:15:10.352553,113,147,0,-780.31,209.23,560.47,7455.00,-2117.50,-2047.50
2024-03-01 20:15:10.357491,111,150,405,-781.53,211.06,557.05,3080.00,-2607.50,-1750.00
2024-03-01 20:15:10.371055,110,153,408,-783.00,207.89,557.30,-525.00,-1505.00,2327.50
2024-03-01 20:15:10.375337,110,155,0,-784.70,199.84,562.18,1347.50,3500.00,11200.00
2024-03-01 20:15:10.388261,108,154,0,-785.44,192.52,566.81,9625.00,11217.50,22645.00
2024-03-01 20:15:10.394134,107,160,414,-785.92,192.27,568.03,14525.00,15207.50,28455.00
2024-03-01 20:15:10.407288,106,161,418,-786.53,195.93,565.10,15680.00,14787.50,27055.00
2024-03-01 20:15:10.412225,105,163,412,-785.56,196.66,563.76,15382.50,11112.50,23345.00
2024-03-01 20:15:10.424877,105,166,420,-783.24,198.62,564.37,18200.00,9870.00,20282.50
2024-03-01 20:15:10.430952,105,166,415,-780.31,202.03,564.74,16572.50,5302.50,13755.00
2024-03-01 20:15:10.442419,105,168,415,-777.63,199.59,570.72,19215.00,3202.50,11427.50
2024-03-01 20:15:10.449062,105,171,0,-776.77,199.59,578.77,27440.00,6370.00,11865.00
2024-03-01 20:15:10.460251,105,170,415,-778.12,218.75,571.08,24990.00,2222.50,-5005.00
2024-03-01 20:15:10.466796,105,170,410,-782.26,244.98,552.66,15785.00,-14455.00,-37992.50
2024-03-01 20:15:10.478188,105,169,0,-787.63,262.06,539.73,24010.00,-25392.50,-64942.50
2024-03-01 20:15:10.484240,105,171,0,-792.51,283.04,522.53,36312.50,-38132.50,-95025.00
2024-03-01 20:15:10.497105,105,171,414,-800.32,299.88,511.67,43662.50,-46795.00,-125930.00
