Time,x,y,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2024-03-01 20:19:21.908202,158,96,528,-799.71,137.13,570.47,6807.50,-280.00,-5722.50
2024-03-01 20:19:21.911273,159,96,496,-802.15,134.20,571.57,4812.50,980.00,-4392.50
2024-03-01 20:19:21.919666,160,96,487,-803.98,130.54,571.81,5565.00,1382.50,-2205.00
2024-03-01 20:19:21.924124,161,96,484,-804.96,127.12,571.69,7437.50,1400.00,297.50
2024-03-01 20:19:21.932235,161,96,475,-805.57,125.90,571.08,10885.00,542.50,1960.00
2024-03-01 20:19:21.936613,162,96,464,-806.66,127.49,568.76,7577.50,-1155.00,1977.50
2024-03-01 20:19:21.940080,162,96,0,-808.01,130.78,566.20,3325.00,-4112.50,-175.00
2024-03-01 20:19:21.944619,162,96,454,-809.23,132.37,566.32,5600.00,-3937.50,-3990.00
2024-03-01 20:19:21.949561,161,96,0,-810.20,130.66,567.67,7437.50,-1505.00,-5460.00
2024-03-01 20:19:21.952283,161,96,460,-811.18,128.47,567.54,7840.00,-437.50,-4917.50
2024-03-01 20:19:21.960417,159,96,449,-811.91,127.00,566.93,8697.50,-262.50,-3920.00
2024-03-01 20:19:21.964626,157,95,445,-812.15,126.64,567.42,8540.00,157.50,-2625.00
2024-03-01 20:19:21.973125,153,93,443,-812.89,127.86,567.42,4882.50,840.00,-1732.50
2024-03-01 20:19:21.977394,147,92,429,-813.62,131.03,565.96,-1277.50,-595.00,-2047.50
2024-03-01 20:19:21.981165,142,91,428,-813.25,133.47,566.57,-3150.00,-840.00,-2625.00
2024-03-01 20:19:21.989961,136,90,433,-812.52,133.47,569.98,1732.50,2275.00,-1715.00
2024-03-01 20:19:21.993962,131,88,434,-811.67,131.76,572.18,9012.50,4882.50,-490.00
2024-03-01 20:19:21.998084,125,84,0,-810.32,129.81,572.67,16362.50,5967.50,910.00
2024-03-01 20:19:22.001280,120,85,413,-809.10,131.76,573.40,22242.50,7052.50,-910.00
2024-03-01 20:19:22.006117,112,84,422,-808.37,137.25,573.64,25200.00,8435.00,-5425.00
2024-03-01 20:19:22.010118,108,82,435,-807.40,143.72,573.03,25427.50,8715.00,-9887.50
2024-03-01 20:19:22.017944,102,80,435,-805.20,148.96,573.89,23765.00,9607.50,-13930.00
2024-03-01 20:19:22.022258,97,79,431,-802.64,150.06,574.38,21595.00,11112.50,-16117.50
2024-03-01 20:19:22.027430,95,78,0,-800.32,147.86,572.91,18620.00,10990.00,-15330.00
