Time,x,y,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2024-03-01 20:13:44.735280,158,92,575,-733.34,170.31,650.26,2310.00,-9170.00,-4462.50
2024-03-01 20:13:44.739459,159,93,0,-733.59,166.29,649.41,4865.00,-10115.00,-4165.00
2024-03-01 20:13:44.753087,160,94,494,-732.98,162.99,649.04,7700.00,-11007.50,-3482.50
2024-03-01 20:13:44.761624,162,94,484,-731.27,160.80,650.63,10500.00,-10850.00,-3097.50
2024-03-01 20:13:44.766164,163,95,479,-728.83,158.97,653.68,14840.00,-9590.00,-1697.50
2024-03-01 20:13:44.776356,164,93,0,-726.14,159.09,656.73,14070.00,-8120.00,175.00
2024-03-01 20:13:44.789419,165,96,462,-723.34,163.24,659.53,10202.50,-7105.00,-1802.50
2024-03-01 20:13:44.795358,166,96,457,-721.02,167.63,662.22,6965.00,-5652.50,-5320.00
2024-03-01 20:13:44.807818,166,96,0,-719.31,169.46,663.68,5425.00,-4760.00,-6072.50
2024-03-01 20:13:44.816418,166,96,443,-717.85,170.68,664.66,3990.00,-4760.00,-4882.50
2024-03-01 20:13:44.819732,166,96,442,-716.51,173.12,666.00,2240.00,-4235.00,-3727.50
2024-03-01 20:13:44.830465,166,84,0,-715.65,176.29,666.49,1242.50,-3885.00,-2782.50
2024-03-01 20:13:44.836299,164,95,452,-715.29,179.58,666.36,682.50,-4042.50,-2380.00
2024-03-01 20:13:44.847834,161,94,448,-715.16,182.51,666.85,-52.50,-3710.00,-2835.00
2024-03-01 20:13:44.861992,157,92,432,-715.41,185.20,666.97,-1137.50,-3640.00,-3535.00
2024-03-01 20:13:44.867311,151,90,430,-715.53,187.03,666.49,-2485.00,-4532.50,-4287.50
2024-03-01 20:13:44.879721,143,88,435,-715.65,187.03,666.24,-3762.50,-5092.50,-4725.00
2024-03-01 20:13:44.888715,135,85,429,-715.90,184.83,665.88,-3605.00,-5600.00,-4147.50
2024-03-01 20:13:44.892801,127,81,426,-716.02,181.29,665.02,-2240.00,-6580.00,-3097.50
2024-03-01 20:13:44.904844,117,78,439,-715.77,177.27,664.90,-1032.50,-6982.50,-2117.50
2024-03-01 20:13:44.909428,109,75,436,-715.16,173.12,665.75,770.00,-6720.00,-1190.00
2024-03-01 20:13:44.922758,100,71,426,-714.07,169.21,666.85,2922.50,-6177.50,-122.50
2024-03-01 20:13:44.928755,91,67,444,-712.36,165.92,668.07,3167.50,-5722.50,455.00
2024-03-01 20:13:44.939419,86,65,438,-710.04,162.63,670.02,3342.50,-4725.00,1120.00
2024-03-01 20:13:44.945401,79,62,0,-707.72,159.45,672.46,4200.00,-3220.00,2292.50
2024-03-01 20:13:44.957425,74,58,490,-705.28,157.99,674.66,4147.50,-1715.00,3325.00
2024-03-01 20:13:44.970749,70,57,429,-702.96,158.84,676.61,3045.00,-175.00,3482.50
