Time,x,y,pressure,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2024-03-01 20:19:46.031541,155,89,531,-789.34,179.10,577.55,17885.00,10465.00,-19372.50
2024-03-01 20:19:46.034111,156,89,539,-785.68,178.61,581.94,21297.50,15295.00,-19442.50
2024-03-01 20:19:46.039898,157,88,510,-781.78,180.56,585.84,23520.00,20667.50,-20860.00
2024-03-01 20:19:46.044442,157,88,498,-777.63,183.98,588.04,29067.50,23852.50,-24640.00
2024-03-01 20:19:46.047822,157,87,504,-773.48,187.27,590.11,35752.50,27387.50,-28245.00
2024-03-01 20:19:46.056366,157,87,509,-785.07,179.46,575.11,37572.50,25952.50,-26565.00
2024-03-01 20:19:46.060998,156,87,505,-802.52,178.49,558.03,47215.00,-2047.50,-12145.00
2024-03-01 20:19:46.068018,154,86,0,-809.71,184.71,558.88,25777.50,-1907.50,-13037.50
2024-03-01 20:19:46.073014,152,85,435,-813.37,181.17,559.74,7542.50,4497.50,-7647.50
2024-03-01 20:19:46.077367,148,85,453,-814.47,169.34,559.98,2467.50,10710.00,2135.00
2024-03-01 20:19:46.087062,145,84,438,-816.18,147.25,564.98,8662.50,20440.00,26180.00
2024-03-01 20:19:46.093040,140,73,0,-817.77,128.83,574.50,16222.50,34160.00,53602.50
2024-03-01 20:19:46.105984,134,83,423,-819.11,122.00,583.65,15732.50,48982.50,75302.50
2024-03-01 20:19:46.114774,128,83,426,-819.11,128.10,586.21,4200.00,60270.00,84927.50
2024-03-01 20:19:46.119290,120,82,424,-817.03,140.06,575.35,-3342.50,59097.50,80027.50
2024-03-01 20:19:46.129178,115,82,0,-814.47,147.86,557.78,5110.00,46900.00,69912.50
2024-03-01 20:19:46.141521,109,83,0,-813.50,155.06,543.51,11007.50,35962.50,60200.00
2024-03-01 20:19:46.147399,105,81,447,-813.74,170.07,530.33,10255.00,24185.00,44065.00
2024-03-01 20:19:46.158734,100,80,430,-814.96,187.15,518.26,10202.50,11252.50,22907.50
2024-03-01 20:19:46.165058,96,80,425,-817.03,191.66,514.47,16765.00,1977.50,6632.50
2024-03-01 20:19:46.177769,93,80,420,-817.40,174.70,522.65,34825.00,3797.50,7385.00
2024-03-01 20:19:46.183066,90,79,433,-816.06,176.17,513.13,37310.00,-1365.00,9415.00
2024-03-01 20:19:46.196250,88,79,426,-815.57,201.42,489.59,21945.00,-27895.00,-19250.00
2024-03-01 20:19:46.202720,86,79,424,-815.20,214.11,485.32,21420.00,-40127.50,-39462.50
2024-03-01 20:19:46.214791,86,78,425,-815.20,224.60,484.58,17657.50,-46287.50,-54162.50
2024-03-01 20:19:46.223027,86,78,424,-816.06,240.22,479.09,13335.00,-56612.50,-75705.00
2024-03-01 20:19:46.228352,86,78,420,-817.52,247.90,482.14,14717.50,-61372.50,-95060.00
2024-03-01 20:19:46.238370,87,77,424,-820.82,245.10,493.25,33950.00,-54512.50,-104352.50
2024-03-01 20:19:46.250493,88,76,0,-825.94,231.43,506.54,58887.50,-42052.50,-102042.50
2024-03-01 20:19:46.256344,92,75,0,-830.33,211.30,522.53,73937.50,-22855.00,-79782.50
2024-03-01 20:19:46.268351,96,79,0,-833.75,199.96,529.24,53795.00,-2065.00,-51922.50
2024-03-01 20:19:46.274826,101,76,0,-835.94,200.32,524.48,17237.50,9572.50,-23975.00
2024-03-01 20:19:46.287343,106,77,411,-838.63,202.64,523.75,-17202.50,18935.00,-3097.50
2024-03-01 20:19:46.295673,111,74,0,-841.92,188.61,530.46,-16625.00,38115.00,22400.00
2024-03-01 20:19:46.300814,120,80,0,-844.85,167.14,530.46,-11515.00,55037.50,57662.50
2024-03-01 20:19:46.311561,128,78,419,-847.66,151.28,524.72,-28420.00,62895.00,83387.50
2024-03-01 20:19:46.317363,136,78,420,-848.39,140.42,523.26,-31307.50,71172.50,101587.50
2024-03-01 20:19:46.330056,144,79,421,-845.58,139.32,522.40,-25130.00,76125.00,106767.50
2024-03-01 20:19:46.336351,153,81,422,-840.21,149.57,519.35,-18252.50,75617.50,103495.00
